通報ID,三支業者通報時間,特店名稱,特店統一編號,特店地址,特店電話,特店註冊日期,特店網址,三支業者通報案由,三支業者示警,執法機構處理狀態,三支業者聯絡人,三支通報業者,特店成立至通報天數,跨業者通報數,是否跨業者重複通報,是否節慶高風險期間,節慶／消費檔期名稱,距節慶中心日天數,關聯群組,共用地址群組,共用電話群組,共用網址群組,建議綜合風險分數,資料性質
R00480,2025-11-12 13:13:00,聯盛數位有限公司,25003129,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-10-25,https://www.bestdeal-tw-2.com,疑似人頭特店,高,調查中,李佳穎,第三方支付B,383,3,是,是,雙11購物檔期,1,G02,ADDR-G02,TEL-G02,WEB-G02,77,模擬資料
R00483,2025-11-12 15:39:00,鑫盛國際有限公司,25008195,台北市信義區松仁路241號4樓,06-3045-9658,2024-02-17,https://www.shop1055-tw.com,疑似人頭特店,高,調查中,黃郁涵,第三方支付B,634,3,是,是,雙11購物檔期,1,,,,,64,模擬資料
R00485,2025-11-12 17:58:00,富邦達電子商務有限公司,25001192,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-10-17,https://www.easybonus-market-1.com,疑似人頭特店,中,要求補充資料,林志豪,第三方支付A,391,3,是,是,雙11購物檔期,1,G04,ADDR-G04,TEL-G04,WEB-G04,81,模擬資料
R00487,2025-11-13 10:01:00,昇泰商行,25006109,台北市大安區復興南路一段120號2樓,04-5995-3436,2024-10-17,https://www.shop1041-tw.com,異常大量交易,低,已通報執法機構,吳佩珊,第三方支付C,392,2,是,是,雙11購物檔期,2,,,,,56,模擬資料
R00486,2025-11-13 15:00:00,迅達國際有限公司,25014155,台中市北屯區崇德路二段279號6樓,04-3036-1333,2025-07-03,https://www.shop1095-tw.com,異常大量交易,中,尚未移送,張家維,第三方支付B,133,3,是,是,雙11購物檔期,2,,,,,70,模擬資料
R00488,2025-11-14 08:58:00,聯盛數位有限公司,25003129,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-10-25,https://www.bestdeal-tw-2.com,多筆交易來源高度集中,高,已移送偵辦,陳冠宇,第三方支付A,385,3,是,是,雙11購物檔期,3,G02,ADDR-G02,TEL-G02,WEB-G02,74,模擬資料
R00490,2025-11-14 10:14:00,飛躍國際有限公司,25013708,台南市中西區民生路二段62號12樓,07-7874-3478,2025-09-11,https://www.shop1092-tw.com,異常大量交易,中,尚未移送,張家維,第三方支付B,64,3,是,是,雙11購物檔期,3,,,,,71,模擬資料
R00491,2025-11-14 13:22:00,鑫盛電子商務有限公司,25000745,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-03-29,https://www.fastmall-pay-2.com,疑似串接博弈網站,高,已移送偵辦,蔡承翰,第三方支付C,595,3,是,是,雙11購物檔期,3,G01,ADDR-G01,TEL-G01,WEB-G01,81,模擬資料
R00489,2025-11-14 19:26:00,金曜商行,25010281,台中市北屯區崇德路二段258號2樓,02-5371-8739,2024-04-17,https://www.shop1069-tw.com,疑似人頭特店,中,已通報執法機構,張家維,第三方支付B,576,1,否,是,雙11購物檔期,3,,,,,48,模擬資料
R00494,2025-11-15 17:11:00,迅達科技有限公司,25013261,台中市北屯區崇德路二段73號11樓,07-4707-1331,2025-04-25,https://www.shop1089-tw.com,異常大量交易,中,調查中,張家維,第三方支付B,204,2,是,是,雙11購物檔期,4,,,,,58,模擬資料
R00492,2025-11-15 19:02:00,樂購商行,25012069,桃園市桃園區中正路44號7樓,02-8482-6543,2025-07-05,https://www.shop1081-tw.com,疑似人頭特店,高,調查中,王怡婷,第三方支付A,133,3,是,是,雙11購物檔期,4,,,,,68,模擬資料
R00493,2025-11-15 21:55:00,昇泰商行,25014602,台北市大安區復興南路一段257號2樓,02-6258-6137,2025-08-19,https://www.shop1098-tw.com,特店網站內容與申請業態不符,高,要求補充資料,林志豪,第三方支付A,88,3,是,是,雙11購物檔期,4,,,,,84,模擬資料
R00495,2025-11-16 18:33:00,大洋數位有限公司,25017433,台南市中西區民生路二段40號14樓,04-6236-3489,2025-08-22,https://www.shop1117-tw.com,疑似人頭特店,高,確認涉詐,陳冠宇,第三方支付A,86,3,是,是,雙11購物檔期,5,,,,,75,模擬資料
R00496,2025-11-17 10:48:00,昇泰國際有限公司,25001341,桃園市桃園區中正路520號10樓,03-335-8811,2024-10-02,https://www.superdeal-tw-2.com,大量退款與取消交易,高,調查中,王怡婷,第三方支付A,411,3,是,否,,,G05,ADDR-G05,TEL-G05,WEB-G05,62,模擬資料
R00497,2025-11-17 11:13:00,富邦達電子商務有限公司,25001192,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-10-17,https://www.easybonus-market-1.com,疑似人頭特店,中,尚未移送,吳佩珊,第三方支付C,396,3,是,否,,,G04,ADDR-G04,TEL-G04,WEB-G04,64,模擬資料
R00498,2025-11-18 20:36:00,富邦達電子商務有限公司,25001192,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-10-17,https://www.easybonus-market-1.com,疑似串接博弈網站,中,已通報執法機構,陳冠宇,第三方支付A,397,3,是,否,,,G04,ADDR-G04,TEL-G04,WEB-G04,63,模擬資料
R00499,2025-11-19 18:26:00,迅達國際有限公司,25014155,台中市北屯區崇德路二段279號6樓,04-3036-1333,2025-07-03,https://www.shop1095-tw.com,多筆交易來源高度集中,高,要求補充資料,王怡婷,第三方支付A,139,3,是,否,,,,,,,72,模擬資料
R00500,2025-11-20 21:25:00,創盈電子商務有限公司,25002682,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-09-16,https://www.easybonus-market-3.com,疑似洗錢,高,確認涉詐,王怡婷,第三方支付A,430,3,是,否,,,G04,ADDR-G04,TEL-G04,WEB-G04,74,模擬資料
R00501,2025-11-23 10:35:00,富邦達行銷有限公司,25012963,台北市大安區復興南路一段293號4樓,05-9521-8179,2025-08-05,https://www.shop1087-tw.com,疑似洗錢,高,尚未移送,張家維,第三方支付B,110,3,是,否,,,,,,,57,模擬資料
R00502,2025-11-24 08:33:00,創盈商行,25004619,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-04-15,https://www.bestdeal-tw-4.com,疑似假交易真套現,高,確認涉詐,張家維,第三方支付B,588,3,是,否,,,G02,ADDR-G02,TEL-G02,WEB-G02,73,模擬資料
R00503,2025-11-25 19:52:00,捷利數位有限公司,25005662,台北市大安區復興南路一段138號9樓,04-4876-6568,2024-05-03,https://www.shop1038-tw.com,多筆交易來源高度集中,高,尚未移送,林志豪,第三方支付A,571,2,是,否,,,,,,,53,模擬資料
R00504,2025-11-27 19:37:00,新富商行,25012218,新北市新莊區中正路116號12樓,07-6421-2098,2025-03-08,https://www.shop1082-tw.com,特店網站內容與申請業態不符,高,要求補充資料,張家維,第三方支付B,264,3,是,否,,,,,,,51,模擬資料
R00505,2025-11-28 08:46:00,樂購數位有限公司,25001639,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-04-25,https://www.bestdeal-tw-4.com,疑似假投資平台收款,中,尚未移送,王怡婷,第三方支付A,582,3,是,否,,,G02,ADDR-G02,TEL-G02,WEB-G02,63,模擬資料
R00506,2025-11-29 19:52:00,宏富電子商務有限公司,25002831,桃園市桃園區中正路520號10樓,03-335-8811,2024-06-10,https://www.superdeal-tw-4.com,疑似洗錢,中,要求補充資料,張家維,第三方支付B,537,3,是,否,,,G05,ADDR-G05,TEL-G05,WEB-G05,75,模擬資料
R00507,2025-12-01 20:08:00,嘉禾數位有限公司,25005066,桃園市桃園區中正路520號10樓,03-335-8811,2024-07-30,https://www.superdeal-tw-3.com,特店網站內容與申請業態不符,中,要求補充資料,張家維,第三方支付B,489,2,是,否,,,G05,ADDR-G05,TEL-G05,WEB-G05,70,模擬資料
R00509,2025-12-02 08:48:00,萬禾行銷有限公司,25002980,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-06-18,https://www.fastmall-pay-1.com,異常大量交易,高,已移送偵辦,李佳穎,第三方支付B,532,3,是,是,年末購物季,-18,G01,ADDR-G01,TEL-G01,WEB-G01,77,模擬資料
R00508,2025-12-02 10:28:00,萬禾商行,25004023,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-08-02,https://www.goldtrade-shop-4.com,疑似洗錢,高,要求補充資料,張家維,第三方支付B,487,3,是,是,年末購物季,-18,G03,ADDR-G03,TEL-G03,WEB-G03,67,模擬資料
R00510,2025-12-02 13:38:00,樂購科技有限公司,25003576,桃園市桃園區中正路520號10樓,03-335-8811,2024-04-29,https://www.superdeal-tw-1.com,異常大量交易,中,已移送偵辦,王怡婷,第三方支付A,582,3,是,是,年末購物季,-18,G05,ADDR-G05,TEL-G05,WEB-G05,77,模擬資料
R00512,2025-12-03 08:28:00,鑫盛電子商務有限公司,25000745,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-03-29,https://www.fastmall-pay-2.com,疑似人頭特店,高,確認涉詐,陳冠宇,第三方支付A,614,3,是,是,年末購物季,-17,G01,ADDR-G01,TEL-G01,WEB-G01,77,模擬資料
R00513,2025-12-03 10:29:00,易享行銷有限公司,25016837,台北市大安區復興南路一段191號11樓,06-2814-4964,2025-06-25,https://www.shop1113-tw.com,短期交易量異常成長,中,尚未移送,張家維,第三方支付B,161,3,是,是,年末購物季,-17,,,,,66,模擬資料
R00511,2025-12-03 20:42:00,鼎盛科技有限公司,25001788,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-11-06,https://www.goldtrade-shop-1.com,疑似人頭特店,高,調查中,黃郁涵,第三方支付B,392,3,是,是,年末購物季,-17,G03,ADDR-G03,TEL-G03,WEB-G03,82,模擬資料
R00515,2025-12-04 08:08:00,富邦達行銷有限公司,25012963,台北市大安區復興南路一段293號4樓,05-9521-8179,2025-08-05,https://www.shop1087-tw.com,特店網站內容與申請業態不符,中,調查中,張家維,第三方支付B,121,3,是,是,年末購物季,-16,,,,,62,模擬資料
R00514,2025-12-04 19:37:00,新曜商行,25003427,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-10-01,https://www.easybonus-market-4.com,疑似洗錢,中,要求補充資料,黃郁涵,第三方支付B,429,3,是,是,年末購物季,-16,G04,ADDR-G04,TEL-G04,WEB-G04,71,模擬資料
R00517,2025-12-05 08:40:00,新富商行,25012218,新北市新莊區中正路116號12樓,07-6421-2098,2025-03-08,https://www.shop1082-tw.com,疑似人頭特店,中,調查中,吳佩珊,第三方支付C,272,3,是,是,年末購物季,-15,,,,,52,模擬資料
R00518,2025-12-05 17:44:00,鑫盛科技有限公司,25011771,桃園市桃園區中正路226號8樓,02-3851-4817,2025-10-05,https://www.shop1079-tw.com,疑似人頭特店,高,要求補充資料,蔡承翰,第三方支付C,61,3,是,是,年末購物季,-15,,,,,86,模擬資料
R00516,2025-12-05 22:25:00,新曜商行,25003427,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-10-01,https://www.easybonus-market-4.com,疑似假交易真套現,中,已移送偵辦,李佳穎,第三方支付B,430,3,是,是,年末購物季,-15,G04,ADDR-G04,TEL-G04,WEB-G04,82,模擬資料
R00520,2025-12-06 11:26:00,飛躍電子商務有限公司,25007897,台南市中西區民生路二段28號4樓,07-6554-6616,2024-09-15,https://www.shop1053-tw.com,異常大量交易,中,尚未移送,張家維,第三方支付B,447,3,是,是,年末購物季,-14,,,,,57,模擬資料
R00519,2025-12-06 12:36:00,聚鑫電子商務有限公司,25000894,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-04-22,https://www.bestdeal-tw-3.com,疑似假投資平台收款,高,確認涉詐,王怡婷,第三方支付A,593,3,是,是,年末購物季,-14,G02,ADDR-G02,TEL-G02,WEB-G02,72,模擬資料
R00521,2025-12-07 11:32:00,優選商行,25007003,台北市信義區松仁路193號13樓,07-4616-6615,2024-04-06,https://www.shop1047-tw.com,疑似人頭特店,高,尚未移送,周柏廷,第三方支付C,610,2,是,是,年末購物季,-13,,,,,61,模擬資料
R00522,2025-12-08 08:40:00,迅達商行,25010728,新竹市東區光復路二段218號13樓,02-5012-5787,2024-03-22,https://www.shop1072-tw.com,疑似假投資平台收款,中,要求補充資料,陳冠宇,第三方支付A,626,3,是,是,年末購物季,-12,,,,,64,模擬資料
R00523,2025-12-08 20:38:00,易享電子商務有限公司,25000298,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-02-20,https://www.goldtrade-shop-3.com,疑似人頭特店,高,確認涉詐,蔡承翰,第三方支付C,657,3,是,是,年末購物季,-12,G03,ADDR-G03,TEL-G03,WEB-G03,81,模擬資料
R00524,2025-12-08 22:05:00,聚鑫電子商務有限公司,25000894,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-04-22,https://www.bestdeal-tw-3.com,疑似假交易真套現,高,要求補充資料,張家維,第三方支付B,595,3,是,是,年末購物季,-12,G02,ADDR-G02,TEL-G02,WEB-G02,83,模擬資料
R00526,2025-12-09 09:58:00,嘉禾電子商務有限公司,25000447,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-03-10,https://www.easybonus-market-4.com,疑似人頭特店,高,確認涉詐,周柏廷,第三方支付C,639,3,是,是,年末購物季,-11,G04,ADDR-G04,TEL-G04,WEB-G04,75,模擬資料
R00525,2025-12-09 14:55:00,豐盛數位有限公司,25004917,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-11-07,https://www.easybonus-market-2.com,疑似洗錢,高,調查中,蔡承翰,第三方支付C,397,3,是,是,年末購物季,-11,G04,ADDR-G04,TEL-G04,WEB-G04,77,模擬資料
R00527,2025-12-09 20:46:00,新富行銷有限公司,25017582,台南市中西區民生路二段50號7樓,06-8172-9499,2025-07-26,https://www.shop1118-tw.com,疑似假交易真套現,中,要求補充資料,周柏廷,第三方支付C,136,3,是,是,年末購物季,-11,,,,,74,模擬資料
R00528,2025-12-10 09:23:00,萬禾行銷有限公司,25002980,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-06-18,https://www.fastmall-pay-1.com,特店網站內容與申請業態不符,中,調查中,張家維,第三方支付B,540,3,是,是,年末購物季,-10,G01,ADDR-G01,TEL-G01,WEB-G01,79,模擬資料
R00529,2025-12-11 11:52:00,領航電子商務有限公司,25008344,台北市大安區復興南路一段254號14樓,05-9224-3857,2024-03-11,https://www.shop1056-tw.com,疑似假交易真套現,中,調查中,黃郁涵,第三方支付B,640,3,是,是,年末購物季,-9,,,,,55,模擬資料
R00532,2025-12-11 14:50:00,聚鑫電子商務有限公司,25015943,台中市北屯區崇德路二段294號14樓,04-4737-9577,2025-06-14,https://www.shop1107-tw.com,疑似洗錢,中,要求補充資料,蔡承翰,第三方支付C,180,3,是,是,年末購物季,-9,,,,,70,模擬資料
R00530,2025-12-11 15:14:00,樂購商行,25013112,新竹市東區光復路二段266號4樓,02-7225-9099,2025-10-07,https://www.shop1088-tw.com,疑似人頭特店,高,要求補充資料,王怡婷,第三方支付A,65,3,是,是,年末購物季,-9,,,,,89,模擬資料
R00534,2025-12-11 15:18:00,金典國際有限公司,25010877,台中市北屯區崇德路二段269號10樓,06-5072-5146,2024-02-25,https://www.shop1073-tw.com,異常大量交易,中,調查中,陳冠宇,第三方支付A,655,3,是,是,年末購物季,-9,,,,,53,模擬資料
R00531,2025-12-11 16:36:00,聚鑫電子商務有限公司,25015943,台中市北屯區崇德路二段294號14樓,04-4737-9577,2025-06-14,https://www.shop1107-tw.com,疑似假交易真套現,中,調查中,李佳穎,第三方支付B,180,3,是,是,年末購物季,-9,,,,,54,模擬資料
R00533,2025-12-11 17:23:00,鑫盛電子商務有限公司,25000745,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-03-29,https://www.fastmall-pay-2.com,疑似洗錢,中,尚未移送,林志豪,第三方支付A,622,3,是,是,年末購物季,-9,G01,ADDR-G01,TEL-G01,WEB-G01,69,模擬資料
R00539,2025-12-12 10:55:00,嘉禾電子商務有限公司,25000447,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-03-10,https://www.easybonus-market-4.com,疑似人頭特店,高,確認涉詐,陳冠宇,第三方支付A,642,3,是,是,年末購物季,-8,G04,ADDR-G04,TEL-G04,WEB-G04,83,模擬資料
R00535,2025-12-12 11:03:00,捷利數位有限公司,25008940,台北市大安區復興南路一段273號5樓,07-9651-9067,2024-07-14,https://www.shop1060-tw.com,異常大量交易,中,要求補充資料,張家維,第三方支付B,516,3,是,是,年末購物季,-8,,,,,68,模擬資料
R00536,2025-12-12 19:09:00,百匯行銷有限公司,25016092,台南市中西區民生路二段62號9樓,06-4825-7451,2025-04-06,https://www.shop1108-tw.com,疑似假交易真套現,中,要求補充資料,林志豪,第三方支付A,250,3,是,是,年末購物季,-8,,,,,57,模擬資料
R00538,2025-12-12 20:17:00,百匯數位有限公司,25002533,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-02-19,https://www.goldtrade-shop-2.com,疑似假交易真套現,高,已移送偵辦,黃郁涵,第三方支付B,662,3,是,是,年末購物季,-8,G03,ADDR-G03,TEL-G03,WEB-G03,76,模擬資料
R00537,2025-12-12 22:59:00,萬禾數位有限公司,25012367,新北市新莊區中正路130號10樓,05-2744-3109,2025-09-22,https://www.shop1083-tw.com,異常大量交易,高,調查中,陳冠宇,第三方支付A,81,3,是,是,年末購物季,-8,,,,,75,模擬資料
R00540,2025-12-13 10:43:00,捷利商行,25002384,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-10-13,https://www.bestdeal-tw-1.com,疑似洗錢,中,尚未移送,黃郁涵,第三方支付B,426,3,是,是,年末購物季,-7,G02,ADDR-G02,TEL-G02,WEB-G02,65,模擬資料
R00541,2025-12-13 12:46:00,萬禾數位有限公司,25012367,新北市新莊區中正路130號10樓,05-2744-3109,2025-09-22,https://www.shop1083-tw.com,疑似串接博弈網站,中,已移送偵辦,陳冠宇,第三方支付A,82,3,是,是,年末購物季,-7,,,,,72,模擬資料
R00542,2025-12-13 16:24:00,聚鑫數位有限公司,25001937,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-09-01,https://www.easybonus-market-2.com,疑似洗錢,中,已移送偵辦,陳冠宇,第三方支付A,468,3,是,是,年末購物季,-7,G04,ADDR-G04,TEL-G04,WEB-G04,85,模擬資料
R00543,2025-12-13 20:52:00,新富行銷有限公司,25017582,台南市中西區民生路二段50號7樓,06-8172-9499,2025-07-26,https://www.shop1118-tw.com,疑似假投資平台收款,低,調查中,李佳穎,第三方支付B,140,3,是,是,年末購物季,-7,,,,,63,模擬資料
R00545,2025-12-14 11:13:00,樂購商行,25013112,新竹市東區光復路二段266號4樓,02-7225-9099,2025-10-07,https://www.shop1088-tw.com,異常大量交易,高,確認涉詐,吳佩珊,第三方支付C,68,3,是,是,年末購物季,-6,,,,,75,模擬資料
R00544,2025-12-14 20:16:00,飛躍國際有限公司,25013708,台南市中西區民生路二段62號12樓,07-7874-3478,2025-09-11,https://www.shop1092-tw.com,多筆交易來源高度集中,高,調查中,陳冠宇,第三方支付A,94,3,是,是,年末購物季,-6,,,,,77,模擬資料
R00546,2025-12-15 08:11:00,樂購數位有限公司,25001639,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-04-25,https://www.bestdeal-tw-4.com,疑似人頭特店,高,確認涉詐,張家維,第三方支付B,599,3,是,是,年末購物季,-5,G02,ADDR-G02,TEL-G02,WEB-G02,79,模擬資料
R00547,2025-12-15 10:07:00,捷利科技有限公司,25013559,高雄市三民區建國二路140號9樓,03-7800-5963,2025-08-27,https://www.shop1091-tw.com,短期交易量異常成長,高,要求補充資料,林志豪,第三方支付A,110,2,是,是,年末購物季,-5,,,,,73,模擬資料
R00548,2025-12-15 13:45:00,新富行銷有限公司,25017582,台南市中西區民生路二段50號7樓,06-8172-9499,2025-07-26,https://www.shop1118-tw.com,疑似假交易真套現,高,確認涉詐,周柏廷,第三方支付C,142,3,是,是,年末購物季,-5,,,,,78,模擬資料
R00550,2025-12-15 15:36:00,萬禾數位有限公司,25012367,新北市新莊區中正路130號10樓,05-2744-3109,2025-09-22,https://www.shop1083-tw.com,疑似假交易真套現,高,要求補充資料,李佳穎,第三方支付B,84,3,是,是,年末購物季,-5,,,,,87,模擬資料
R00549,2025-12-15 22:16:00,百匯電子商務有限公司,25001043,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-03-04,https://www.goldtrade-shop-4.com,疑似串接博弈網站,中,要求補充資料,陳冠宇,第三方支付A,651,3,是,是,年末購物季,-5,G03,ADDR-G03,TEL-G03,WEB-G03,77,模擬資料
R00554,2025-12-16 09:34:00,富邦達數位有限公司,25004172,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-09-11,https://www.easybonus-market-1.com,疑似假交易真套現,高,已移送偵辦,張家維,第三方支付B,461,3,是,是,年末購物季,-4,G04,ADDR-G04,TEL-G04,WEB-G04,84,模擬資料
R00552,2025-12-16 10:23:00,飛躍國際有限公司,25013708,台南市中西區民生路二段62號12樓,07-7874-3478,2025-09-11,https://www.shop1092-tw.com,異常大量交易,低,要求補充資料,吳佩珊,第三方支付C,96,3,是,是,年末購物季,-4,,,,,63,模擬資料
R00556,2025-12-16 11:48:00,富邦達數位有限公司,25004172,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-09-11,https://www.easybonus-market-1.com,疑似洗錢,高,確認涉詐,陳冠宇,第三方支付A,461,3,是,是,年末購物季,-4,G04,ADDR-G04,TEL-G04,WEB-G04,81,模擬資料
R00555,2025-12-16 13:38:00,迅達電子商務有限公司,25009834,台北市大安區復興南路一段212號2樓,06-8205-7563,2024-03-10,https://www.shop1066-tw.com,疑似假投資平台收款,低,要求補充資料,張家維,第三方支付B,646,3,是,是,年末購物季,-4,,,,,51,模擬資料
R00553,2025-12-16 18:59:00,富邦達行銷有限公司,25012963,台北市大安區復興南路一段293號4樓,05-9521-8179,2025-08-05,https://www.shop1087-tw.com,疑似串接博弈網站,高,調查中,黃郁涵,第三方支付B,133,3,是,是,年末購物季,-4,,,,,74,模擬資料
R00551,2025-12-16 21:11:00,創盈數位有限公司,25001490,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-04-21,https://www.fastmall-pay-3.com,疑似人頭特店,高,確認涉詐,黃郁涵,第三方支付B,604,3,是,是,年末購物季,-4,G01,ADDR-G01,TEL-G01,WEB-G01,80,模擬資料
R00561,2025-12-17 13:19:00,創盈數位有限公司,25001490,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-04-21,https://www.fastmall-pay-3.com,疑似人頭特店,高,確認涉詐,張家維,第三方支付B,605,3,是,是,年末購物季,-3,G01,ADDR-G01,TEL-G01,WEB-G01,73,模擬資料
R00559,2025-12-17 16:44:00,鑫盛科技有限公司,25011771,桃園市桃園區中正路226號8樓,02-3851-4817,2025-10-05,https://www.shop1079-tw.com,短期交易量異常成長,高,確認涉詐,李佳穎,第三方支付B,73,3,是,是,年末購物季,-3,,,,,87,模擬資料
R00558,2025-12-17 19:08:00,鼎盛科技有限公司,25001788,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-11-06,https://www.goldtrade-shop-1.com,疑似假投資平台收款,高,要求補充資料,張家維,第三方支付B,406,3,是,是,年末購物季,-3,G03,ADDR-G03,TEL-G03,WEB-G03,86,模擬資料
R00560,2025-12-17 19:52:00,新富科技有限公司,25007748,台北市信義區松仁路287號13樓,02-3672-8248,2024-04-19,https://www.shop1052-tw.com,疑似人頭特店,高,尚未移送,周柏廷,第三方支付C,607,2,是,是,年末購物季,-3,,,,,56,模擬資料
R00557,2025-12-17 22:37:00,聯盛國際有限公司,25015794,台南市中西區民生路二段83號13樓,05-9511-5748,2025-01-27,https://www.shop1106-tw.com,異常大量交易,低,尚未移送,張家維,第三方支付B,324,2,是,是,年末購物季,-3,,,,,56,模擬資料
R00564,2025-12-18 15:19:00,百匯數位有限公司,25002533,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-02-19,https://www.goldtrade-shop-2.com,異常大量交易,高,要求補充資料,李佳穎,第三方支付B,668,3,是,是,年末購物季,-2,G03,ADDR-G03,TEL-G03,WEB-G03,85,模擬資料
R00562,2025-12-18 17:17:00,聚鑫電子商務有限公司,25000894,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-04-22,https://www.bestdeal-tw-3.com,疑似假交易真套現,高,確認涉詐,周柏廷,第三方支付C,605,3,是,是,年末購物季,-2,G02,ADDR-G02,TEL-G02,WEB-G02,85,模擬資料
R00563,2025-12-18 20:37:00,飛躍國際有限公司,25013708,台南市中西區民生路二段62號12樓,07-7874-3478,2025-09-11,https://www.shop1092-tw.com,異常大量交易,中,調查中,黃郁涵,第三方支付B,98,3,是,是,年末購物季,-2,,,,,65,模擬資料
R00567,2025-12-19 11:17:00,樂購國際有限公司,25015347,高雄市三民區建國二路142號6樓,06-7497-4882,2025-03-12,https://www.shop1103-tw.com,疑似人頭特店,高,尚未移送,蔡承翰,第三方支付C,282,3,是,是,年末購物季,-1,,,,,66,模擬資料
R00568,2025-12-19 15:22:00,新富商行,25000149,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-11-17,https://www.bestdeal-tw-2.com,疑似人頭特店,中,調查中,蔡承翰,第三方支付C,397,2,是,是,年末購物季,-1,G02,ADDR-G02,TEL-G02,WEB-G02,59,模擬資料
R00566,2025-12-19 19:58:00,捷利商行,25002384,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-10-13,https://www.bestdeal-tw-1.com,異常大量交易,高,調查中,周柏廷,第三方支付C,432,3,是,是,年末購物季,-1,G02,ADDR-G02,TEL-G02,WEB-G02,73,模擬資料
R00565,2025-12-19 22:11:00,飛躍國際有限公司,25016986,桃園市桃園區中正路48號15樓,05-5792-7719,2025-05-09,https://www.shop1114-tw.com,異常大量交易,中,調查中,蔡承翰,第三方支付C,224,2,是,是,年末購物季,-1,,,,,55,模擬資料
R00569,2025-12-20 10:51:00,昇泰商行,25017135,桃園市桃園區中正路220號3樓,04-8411-2039,2025-07-13,https://www.shop1115-tw.com,疑似人頭特店,高,調查中,陳冠宇,第三方支付A,160,3,是,是,年末購物季,0,,,,,77,模擬資料
R00571,2025-12-20 12:07:00,迅達電子商務有限公司,25009834,台北市大安區復興南路一段212號2樓,06-8205-7563,2024-03-10,https://www.shop1066-tw.com,疑似假投資平台收款,中,尚未移送,李佳穎,第三方支付B,650,3,是,是,年末購物季,0,,,,,50,模擬資料
R00570,2025-12-20 14:36:00,萬禾數位有限公司,25012367,新北市新莊區中正路130號10樓,05-2744-3109,2025-09-22,https://www.shop1083-tw.com,疑似人頭特店,高,確認涉詐,黃郁涵,第三方支付B,89,3,是,是,年末購物季,0,,,,,77,模擬資料
R00572,2025-12-21 08:31:00,鑫盛數位有限公司,25002086,桃園市桃園區中正路520號10樓,03-335-8811,2024-05-31,https://www.superdeal-tw-3.com,疑似串接博弈網站,高,確認涉詐,張家維,第三方支付B,569,3,是,是,年末購物季,1,G05,ADDR-G05,TEL-G05,WEB-G05,72,模擬資料
R00574,2025-12-22 09:08:00,聯盛國際有限公司,25008046,高雄市三民區建國二路283號10樓,06-4910-2479,2024-11-28,https://www.shop1054-tw.com,疑似串接博弈網站,中,要求補充資料,黃郁涵,第三方支付B,389,3,是,是,年末購物季,2,,,,,60,模擬資料
R00578,2025-12-22 10:02:00,創盈國際有限公司,25014453,桃園市桃園區中正路218號3樓,07-4177-8362,2025-07-22,https://www.shop1097-tw.com,疑似假投資平台收款,高,確認涉詐,張家維,第三方支付B,153,3,是,是,年末購物季,2,,,,,79,模擬資料
R00579,2025-12-22 10:53:00,聯盛商行,25006705,台北市信義區松仁路196號12樓,03-7156-3002,2024-09-21,https://www.shop1045-tw.com,疑似假交易真套現,中,要求補充資料,王怡婷,第三方支付A,457,3,是,是,年末購物季,2,,,,,55,模擬資料
